method,camera_frame,split,ground_truth_count,prediction_count,tp,fp,fn,precision,recall,f1,source_mode,detail_available
vision_only_tiled,138,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,139,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,140,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,141,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,142,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,143,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,144,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,145,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,146,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,147,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,148,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,149,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,150,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,151,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,152,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,153,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,154,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,155,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,156,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,157,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,158,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,159,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,160,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,161,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,162,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,163,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,164,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,165,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,166,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,167,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,168,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,169,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,170,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,171,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,172,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,173,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,174,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,175,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,176,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,177,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,178,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,179,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,180,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,181,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,182,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,183,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,184,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,185,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,186,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,187,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,188,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,189,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,190,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,191,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,192,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,193,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,194,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,195,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,196,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,197,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,198,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,199,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,200,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,201,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,202,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,203,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,204,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,205,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,206,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,207,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,208,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,209,train,9,1,1,0,8,1.0,0.1111111111111111,0.19999999999999998,prediction_jsonl,True
vision_only_tiled,210,train,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636,prediction_jsonl,True
vision_only_tiled,211,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,212,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,213,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,214,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,215,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,216,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,217,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,218,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,219,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,220,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,221,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,222,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,223,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,224,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,225,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,226,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,227,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,228,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,229,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,230,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,231,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,232,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,233,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,234,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,235,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,236,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,237,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,238,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,239,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,240,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,241,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,242,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,243,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,244,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,245,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,246,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,247,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,248,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,249,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,250,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,251,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,252,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,253,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,254,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,255,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,256,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,257,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,258,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,259,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,260,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,261,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,262,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,263,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,264,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,265,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,266,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,267,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,268,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,269,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,270,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,271,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,272,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,273,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,274,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,275,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,276,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,277,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,278,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,279,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,280,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,281,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,282,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,283,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,284,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,285,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,286,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,287,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,288,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,289,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,290,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,291,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,292,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,293,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,294,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,295,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,296,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,297,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,298,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,299,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,300,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,301,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,302,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,303,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,304,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,305,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,306,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,307,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,308,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,309,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,310,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,311,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,312,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,313,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,314,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,315,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,316,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,317,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,318,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,319,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,320,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,321,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,322,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,323,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,324,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,325,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,326,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,327,train,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,328,train,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,329,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,330,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,331,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,332,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,333,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,334,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,335,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,336,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,337,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,338,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,339,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,340,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,341,val,8,3,2,1,6,0.6666666666666666,0.25,0.36363636363636365,prediction_jsonl,True
vision_only_tiled,342,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,343,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,344,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,345,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,346,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,347,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,348,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,349,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,350,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,351,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,352,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,353,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,354,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,355,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,356,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,357,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,358,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,359,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,360,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,361,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,362,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,363,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,364,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,365,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,366,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,367,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,368,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,369,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,370,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,371,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,372,val,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,373,val,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,374,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,375,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,376,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,377,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,378,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,379,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,380,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,381,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,382,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,383,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,384,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,385,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,386,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,387,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,388,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,389,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,390,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,391,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,392,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
vision_only_tiled,393,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,394,test,8,2,2,0,6,1.0,0.25,0.4,prediction_jsonl,True
vision_only_tiled,395,test,8,1,1,0,7,1.0,0.125,0.2222222222222222,prediction_jsonl,True
