method,camera_frame,split,class_name,track_id,matched,iou,score,source_mode,detail_available
radar_bounded_crops,135,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,135,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,boat,boat,True,0.6943128524346588,0.5976294279098511,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b1,True,0.8162380979693333,0.2550075650215149,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,136,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,boat,boat,True,0.6902187483771962,0.6784226894378662,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b1,True,0.7768749962934535,0.2355615794658661,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,137,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,boat,boat,True,0.728037543915524,0.6326069831848145,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b1,True,0.7914671437488794,0.24147756397724152,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,138,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,boat,boat,True,0.8270531706200683,0.7461498975753784,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b1,True,0.8219022692415897,0.31110525131225586,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,139,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,boat,boat,True,0.8261526556464712,0.7607470154762268,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b1,True,0.7819461593622322,0.28895825147628784,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,140,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,boat,boat,True,0.7933811703806208,0.7607266902923584,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b1,True,0.8247338451693054,0.27856409549713135,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,141,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,boat,boat,True,0.7363982588135296,0.7615372538566589,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b1,True,0.8250138507744919,0.27752405405044556,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,142,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,boat,boat,True,0.7033027808937838,0.7698870301246643,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b1,True,0.8062461312898842,0.29959726333618164,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,143,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,boat,boat,True,0.6973946851855345,0.7568355202674866,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b1,True,0.8032060127363313,0.2824738025665283,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,144,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,boat,boat,True,0.7331578541715326,0.7550720572471619,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b1,True,0.7720016651818596,0.28519898653030396,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,145,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,boat,boat,True,0.7127243107874498,0.7047351002693176,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b1,True,0.8192662961634192,0.28770774602890015,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,146,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,boat,boat,True,0.6987469407069561,0.7575473785400391,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b1,True,0.7870089058101557,0.2942117750644684,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,147,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,boat,boat,True,0.6922591608362317,0.7810835838317871,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b1,True,0.8275264360270254,0.29435285925865173,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,148,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,boat,boat,True,0.7216822054193531,0.775200605392456,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b1,True,0.8534609005274814,0.3335018455982208,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,149,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,boat,boat,True,0.7189792572260872,0.7716429233551025,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b1,True,0.87971083167176,0.32189303636550903,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,150,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,boat,boat,True,0.8257512569451568,0.762704610824585,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b1,True,0.8791319937564985,0.31353968381881714,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,151,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,boat,boat,True,0.756057029423072,0.7668858170509338,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b1,True,0.8749329581714148,0.2947016954421997,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,152,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,boat,boat,True,0.8400137511818769,0.7717896699905396,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b1,True,0.8766260199373743,0.30822479724884033,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,153,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,boat,boat,True,0.7246745812732863,0.7659717202186584,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b1,True,0.862046136093154,0.3167443871498108,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,154,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,boat,boat,True,0.7097710089397913,0.7386614084243774,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b1,True,0.8891578432461743,0.3196430802345276,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,155,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,boat,boat,True,0.8059186490968537,0.7953190207481384,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b1,True,0.8628858967412962,0.33551129698753357,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,156,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,boat,boat,True,0.7449325037602336,0.7772205471992493,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b1,True,0.8927677321316043,0.3194553554058075,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b2,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b3,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b4,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b5,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b6,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b7,False,,,prediction_jsonl,True
radar_bounded_crops,157,train,buoy,b8,False,,,prediction_jsonl,True
radar_bounded_crops,158,train,boat,boat,True,0.7119616295893993,0.7610835433006287,prediction_jsonl,True
